property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,bestech park view ananda,sector 81,1.15,6928.0,3,2,3+,12.0,Relatively Old,1352.0,0,0,0,0,0,1,101
house,independent,sector 43,2.1,4250.0,10,10,3+,5.0,New property,549.0,0,1,0,0,0,1,20
house,independent,sector 105,0.65,9028.0,3,2,1,1.0,Relatively Old,720.0,0,0,0,1,1,1,14
flat,godrej icon,sector 88a,1.31,8101.0,2,2,3+,3.0,Relatively Old,1463.0,1,0,0,0,0,1,102
flat,vatika gurgaon,sector 83,0.75,6024.0,2,2,2,19.0,Relatively Old,1150.0,0,0,0,0,1,2,105
flat,ats triumph,sector 104,1.8,7860.0,3,4,3,14.0,New property,2544.0,0,0,0,0,0,1,60
flat,ats kocoon,sector 109,2.22,10597.0,3,4,3,14.0,Relatively Old,1860.0,1,1,1,1,0,1,45
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,10.0,Relatively Old,1300.0,0,1,0,0,0,1,46
house,independent,sector 2,2.55,16378.0,3,3,2,2.0,Old property,1557.0,0,0,0,0,0,1,8
house,dlf city plots phase 2,sector 25,10.5,29022.0,4,4,2,2.0,Old property,3618.0,0,1,0,1,0,2,91
flat,imperia the esfera,sector 37c,1.4,5385.0,4,5,3,9.0,Relatively Old,2343.0,1,1,0,1,1,1,49
flat,signature global park,sohna road,0.52,6326.0,2,2,2,3.0,Relatively Old,913.0,0,0,0,1,0,1,161
flat,breez global hill view,sohna road,0.3,5405.0,2,2,2,6.0,New property,605.0,0,0,0,0,0,1,109
flat,conscient heritage max,sector 102,1.9,9784.0,3,4,3+,20.0,Relatively Old,1757.0,0,1,0,0,0,1,165
house,vipul tatvam villa,sector 48,8.5,26235.0,4,4,2,2.0,Moderate Old,3240.0,0,1,1,1,0,1,88
house,suncity township,sector 54,2.0,3440.0,9,9,3,11.0,Relatively Old,60.0,0,1,0,0,0,0,7
flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4,4,3+,2.0,Relatively Old,2194.0,1,1,0,0,0,0,174
house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Relatively Old,3096.0,1,1,1,1,0,1,29
flat,antriksh heights,sector 84,0.85,4928.0,3,3,3+,10.0,Relatively Old,1561.0,1,0,0,0,0,1,52
flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,1,26
flat,central park 2 bellevue,sector 48,2.75,10755.0,3,4,3+,3.0,Moderate Old,2574.0,0,0,0,0,0,1,32
house,housing board colony,sector 28,2.1,23333.0,2,8,3+,4.0,Moderate Old,900.0,0,0,0,0,1,2,38
house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderate Old,2000.0,0,0,1,1,0,1,28
flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,Moderate Old,1100.0,1,0,0,0,0,2,156
flat,signature global city,sector 37d,1.25,6083.0,3,3,3,4.0,Under Construction,2283.0,0,0,0,0,0,1,16
house,emaar emerald hills,sector 65,12.5,34722.0,4,4,3+,2.0,Relatively Old,3600.0,1,1,0,0,0,1,56
flat,ramsons kshitij,sector 95,0.28,3651.0,2,2,2,5.0,New property,694.0,0,0,0,0,1,1,0
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderate Old,1800.0,0,0,1,1,0,1,49
house,naman residency,sector 4,0.5,11111.0,2,2,2,2.0,New property,450.0,1,1,0,1,1,1,14
house,independent,sector 26,6.0,33333.0,3,5,3+,3.0,Old property,1800.0,0,0,0,0,0,2,9
flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderate Old,1350.0,0,0,0,0,1,1,49
flat,tulip violet,sector 69,1.36,8619.0,3,3,1,12.0,Relatively Old,1291.0,0,0,0,1,0,1,95
flat,godrej frontier,sector 80,1.1,5705.0,3,3,3,8.0,Moderate Old,1580.0,0,1,0,0,0,1,111
flat,tulip violet,sector 69,1.95,9701.0,4,4,2,0.0,Relatively Old,1819.0,0,0,0,0,0,1,157
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively Old,1800.0,0,1,0,1,0,1,126
flat,ss,sector 85,1.19,7121.0,2,2,3,11.0,Relatively Old,1670.0,0,0,0,0,0,1,49
flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0.0,New property,2211.0,1,1,0,1,0,1,121
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2,2,3,0.0,Relatively Old,1073.0,0,0,0,0,0,1,49
house,independent,sohna road,0.07,2527.0,1,1,0,1.0,Relatively Old,33.0,0,0,0,0,0,1,0
house,international city by sobha phase 1,sector 109,5.7,10556.0,4,4,3+,4.0,Relatively Old,5400.0,1,1,0,0,0,1,98
house,nul,sector 25,9.5,33404.0,9,9,3+,3.0,Old property,2844.0,0,0,0,0,1,1,81
flat,signature global city 81,sector 81,0.96,9766.0,2,2,2,1.0,Under Construction,1194.0,0,0,0,0,0,1,49
flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively Old,1558.0,0,1,0,0,0,1,106
flat,smart world orchard,sector 61,2.2,14203.0,3,3,2,4.0,New property,1721.0,0,0,0,0,0,1,152
house,eldeco mansionz,sector 48,5.15,18885.0,5,7,3,2.0,Moderate Old,2727.0,0,1,0,1,0,2,145
flat,smart world orchard,sector 61,1.65,13750.0,2,2,2,1.0,Under Construction,1333.0,1,0,0,0,0,1,16
flat,unitech the residences,sector 33,1.35,8738.0,3,4,2,8.0,Moderate Old,1398.0,0,1,0,0,0,1,49
flat,signature global the millennia 3,sector 37d,0.5,7143.0,3,3,2,2.0,Under Construction,778.0,0,0,0,0,0,1,31
house,bptp visionnaire,sector 70a,6.0,22222.0,5,4,3,3.0,New property,2700.0,1,0,0,0,0,1,40
flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Relatively Old,2100.0,0,1,0,0,0,2,165
flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively Old,1350.0,0,0,0,0,0,1,0
flat,huda ashok vihar phase,sector 4,0.43,6615.0,2,2,1,2.0,Relatively Old,722.0,0,0,0,0,0,1,7
flat,deepak minda,manesar,1.25,4715.0,4,4,3+,6.0,Moderate Old,2946.0,0,0,0,0,0,2,44
flat,vatika seven elements,sector 89,1.6,8163.0,3,3,3,5.0,New property,1774.0,0,0,0,0,0,1,58
flat,dlf the primus,sector 82a,2.6,11439.0,4,4,3+,2.0,Relatively Old,2273.0,0,0,0,0,1,1,38
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively Old,2167.0,0,1,0,0,0,1,35
flat,m3m merlin,sector 67,2.78,13581.0,3,3,3+,4.0,Relatively Old,2047.0,0,0,0,1,0,2,157
flat,bestech park view residency,sector 2,0.56,8550.0,1,1,2,7.0,Moderate Old,722.0,0,0,0,0,0,1,92
flat,emaar palm premier,sector 77,2.1,10500.0,3,4,3+,11.0,New property,1600.0,0,1,0,0,0,2,129
house,huda plots,sector 56,2.95,20359.0,2,2,2,1.0,Moderate Old,1449.0,0,0,0,0,0,1,31
flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3,3,3+,3.0,Relatively Old,1650.0,0,0,0,0,0,1,0
flat,imperia the esfera,sector 37c,0.7,4878.0,2,3,3+,12.0,Under Construction,1299.0,1,0,0,0,1,1,58
house,independent,sector 25,10.85,38150.0,6,6,1,3.0,Relatively Old,2844.0,0,0,1,0,0,2,136
flat,aditya apartment,manesar,1.0,4032.0,3,4,0,3.0,New property,2480.0,0,0,0,0,0,1,0
house,independent,sector 4,0.55,6815.0,2,1,1,1.0,Moderate Old,75.0,0,0,0,0,0,1,0
house,independent,sector 31,3.69,23699.0,4,4,2,2.0,Moderate Old,1557.0,1,1,0,1,0,2,75
flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,8.0,Relatively Old,2179.0,0,1,0,0,0,1,21
flat,paras dews,sector 106,1.17,6648.0,3,4,3+,12.0,Relatively Old,1186.0,0,1,0,0,0,1,49
house,independent,sector 12,1.5,11111.0,5,5,2,3.0,Old property,1350.0,0,0,0,0,0,1,16
flat,aipl zen residences,sector 70a,1.25,9905.0,2,2,3,19.0,Relatively Old,1402.0,0,0,0,0,0,1,0
flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively Old,200.0,0,0,0,0,0,1,49
flat,bestech park view ananda,sector 81,0.9,6618.0,2,2,3,8.0,New property,1231.0,0,0,0,0,1,1,60
flat,emaar mgf emerald estate,sector 65,1.7,21014.0,3,3,3,7.0,Relatively Old,1081.0,1,0,0,0,0,2,116
flat,the close north,sector 50,2.65,11277.0,3,3,3+,3.0,Moderate Old,2491.0,0,1,0,0,0,1,174
flat,ashiana mulberry,sohna road,1.05,5412.0,2,2,3,1.0,New property,1175.97,1,0,0,0,0,1,49
flat,ireo skyon,sector 60,3.7,13214.0,4,5,3,10.0,Relatively Old,2534.0,0,1,0,0,0,2,165
house,independent,sector 57,3.49,20197.0,4,4,2,3.0,Moderate Old,1728.0,1,1,0,1,0,2,49
flat,bptp terra,sector 37d,1.65,8791.0,3,3,2,15.0,Relatively Old,1699.0,0,0,0,0,0,1,116
flat,m3m ikonic,sector 68,1.8,9231.0,3,3,3+,18.0,Relatively Old,1845.0,0,0,0,0,0,2,126
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,6.0,Relatively Old,1204.0,0,0,0,1,0,2,174
house,project mianwali colony,sector 12,1.7,9444.0,1,1,2,1.0,Old property,2000.0,0,0,0,0,0,1,0
flat,hcbs sports ville,sohna road,0.27,4348.0,2,2,2,10.0,Relatively Old,619.0,0,0,0,0,0,1,43
house,independent,sector 8,0.45,9000.0,1,1,1,3.0,Moderate Old,556.0,0,0,0,0,0,1,0
flat,paras dews,sector 106,0.87,9255.0,2,2,3+,1.0,New property,1120.0,0,0,0,0,0,1,174
flat,m3m woodshire,sector 107,0.88,6442.0,2,2,3+,3.0,Relatively Old,1236.0,0,0,0,0,0,1,99
flat,aardhya homesh,sector 67a,1.85,8043.0,4,4,0,4.0,New property,2556.0,0,0,0,0,0,1,0
flat,pioneer park,sector 61,2.04,14624.0,3,3,3+,16.0,Moderate Old,1595.0,0,1,0,0,0,2,165
house,independent,sector 11,2.1,17284.0,2,6,3+,3.0,Relatively Old,1215.0,0,0,0,0,0,1,14
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,15.0,Relatively Old,1929.0,0,1,0,0,0,0,165
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,2,6.0,Relatively Old,1244.0,0,0,0,0,0,1,42
flat,signature andour heights,sector 71,0.39,9848.0,1,1,2,1.0,New property,294.0,0,0,0,0,0,1,0
flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,Old property,3700.0,1,1,0,1,1,0,68
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,13.0,Relatively Old,1150.0,0,0,0,0,0,2,167
flat,shree vardhman flora,sector 90,0.7,5178.0,2,3,2,7.0,Relatively Old,1502.0,1,0,0,0,0,2,49
flat,corona optus,sector 37c,1.27,7204.0,3,3,3,2.0,Relatively Old,1581.0,1,0,0,0,1,1,49
flat,raheja vedaanta,sector 108,1.25,5682.0,3,2,0,0.0,Relatively Old,1991.0,0,0,0,0,0,2,65
flat,dlf the primus,sector 82a,2.85,10936.0,4,4,3+,2.0,New property,2179.0,0,1,0,0,0,0,174
house,vipul tatvam villa,sector 48,7.25,27971.0,3,4,2,2.0,Moderate Old,2592.0,1,1,1,1,0,2,115
flat,signature global park,sohna road,0.75,6938.0,3,2,3+,4.0,New property,1201.0,0,0,0,0,0,1,101
flat,indiabulls centrum park,sector 103,2.14,7443.0,4,6,3+,7.0,Relatively Old,2718.0,0,1,0,0,0,1,142
flat,godrej nature plus,sector 33,1.07,7726.0,2,2,2,14.0,Under Construction,1253.0,0,0,0,0,0,1,68
flat,godrej air,sector 85,2.6,12212.0,3,3,3,17.0,Under Construction,2129.0,0,1,0,0,0,1,44
house,experion windchants,sector 112,9.5,23457.0,5,5,3,2.0,Relatively Old,7450.0,0,1,0,0,0,1,45
house,independent,sector 4,1.1,6111.0,4,4,3+,2.0,Old property,1800.0,0,0,0,0,0,1,7
flat,m3m woodshire,sector 107,1.3,10815.0,3,3,3,7.0,Relatively Old,1547.0,0,0,0,1,0,1,89
flat,hsiidc sidco aravali,manesar,0.91,3516.0,3,3,3+,8.0,Moderate Old,1900.0,0,1,0,0,0,1,23
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively Old,1305.0,1,1,0,0,0,1,49
house,independent,sector 9,0.6,10753.0,2,2,1,1.0,Moderate Old,558.0,0,0,0,0,0,1,8
house,independent,sector 104,0.6,5128.0,4,3,1,2.0,Moderate Old,1170.0,0,0,0,0,0,1,0
flat,ramsons kshitij,sector 95,0.17,544.0,1,1,1,12.0,Relatively Old,3569.0,0,0,0,0,0,1,56
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,Old property,2590.0,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,1.31,7988.0,2,2,2,5.0,Relatively Old,1822.0,0,1,0,0,0,1,89
flat,vatika sovereign park,sector 99,3.2,9922.0,4,4,0,5.0,Under Construction,3225.0,0,0,0,0,0,1,23
flat,paras dews,sector 106,1.0,7220.0,2,2,3+,2.0,New property,940.0,0,0,0,0,0,2,21
flat,pareena mi casa,sector 68,1.85,9311.0,3,3,3+,13.0,Under Construction,1798.0,0,0,0,0,0,1,47
flat,satya the hermitage,sector 103,0.8,5517.0,2,2,0,10.0,Relatively Old,1450.0,0,0,0,0,0,1,61
flat,signature global synera,sector 81,0.39,6500.0,2,2,2,6.0,Relatively Old,667.0,0,0,0,0,0,1,37
house,independent,sector 49,4.45,15451.0,6,6,3,3.0,Moderate Old,2880.0,1,1,1,1,0,0,152
flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively Old,717.0,0,0,0,0,1,1,49
house,independent,sector 55,1.45,26852.0,1,4,3+,4.0,Relatively Old,60.0,0,0,1,0,0,1,70
flat,signature the serenas,sohna road,0.5,9398.0,2,2,2,6.0,New property,591.0,0,0,0,0,0,1,37
flat,unitech uniworld city,sector 30,3.55,14992.0,3,5,3+,16.0,Old property,2367.0,0,1,0,0,0,2,141
house,unitech uniworld resorts,sector 33,8.0,11429.0,4,4,3+,2.0,Old property,7000.0,1,1,1,1,0,1,77
house,independent,sector 4,4.12,8889.0,2,1,3+,2.0,Moderate Old,4635.0,0,0,0,0,0,1,0
house,ansal heights,sector 92,2.75,9793.0,4,4,3+,3.0,Relatively Old,5000.0,1,0,0,1,0,1,0
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New property,1778.0,0,0,0,0,0,1,15
flat,bestech park view sanskruti,sector 92,1.6,7547.0,3,3,3,10.0,Relatively Old,1765.0,0,1,0,0,0,2,60
house,smart world gems,sector 89,1.25,8784.0,3,3,2,1.0,Under Construction,1423.0,1,0,0,0,1,1,45
flat,ss the coralwood,sector 84,1.1,4857.0,3,3,2,9.0,Relatively Old,1584.0,0,0,0,0,0,1,75
flat,tarc maceo,sector 91,0.89,6339.0,2,2,3+,9.0,Relatively Old,1302.0,0,0,0,0,1,2,13
flat,emaar mgf the palm drive,sector 66,3.4,15455.0,3,4,3,9.0,Relatively Old,2200.0,0,1,1,0,0,2,96
house,independent,sector 17,3.0,11111.0,4,4,0,1.0,Old property,3000.0,0,0,0,0,0,1,0
house,sector 14 rwa,sector 14,5.51,16990.0,3,3,2,4.0,Moderate Old,3249.0,0,0,0,0,0,1,14
flat,on request,sector 103,1.69,9145.0,3,3,3+,8.0,Relatively Old,1670.0,0,0,0,0,0,1,49
flat,the close north,sector 50,2.75,12500.0,3,3,3,3.0,Moderate Old,2400.0,0,1,0,0,0,1,110
house,unitech espace,sector 50,10.3,31790.0,5,6,3+,3.0,Moderate Old,3240.0,1,1,1,1,0,2,160
flat,sidhartha ncr greens,sector 95,0.56,5657.0,2,2,3,13.0,New property,896.0,0,0,0,0,0,1,8
flat,lig flat,sector 40,1.5,5556.0,1,1,0,0.0,Moderate Old,300.0,0,0,0,0,0,1,0
flat,godrej nature plus,sector 33,1.27,9183.0,2,2,3+,9.0,Under Construction,1252.0,0,0,0,0,0,1,38
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,3,4,3,11.0,Under Construction,2012.0,1,1,0,0,0,1,105
flat,emaar mgf palm terraces,sector 66,4.5,10598.0,5,5,3+,11.0,New property,3321.0,0,1,0,0,0,1,105
flat,mittal surya vihar,sector 21,1.4,5833.0,5,4,2,2.0,Moderate Old,2172.0,0,0,0,0,0,1,0
flat,green court,sector 90,0.4,6390.0,2,2,1,8.0,New property,575.0,0,0,0,0,0,1,20
flat,maruti vihar,sector 28,1.0,9091.0,1,1,1,1.0,Old property,995.0,1,0,0,1,0,2,80
flat,tulip violet,sector 69,3.25,10106.0,4,5,3+,14.0,Relatively Old,2910.0,0,0,0,1,1,1,20
flat,smart world gems,sector 89,1.3,9136.0,3,3,2,2.0,New property,1581.0,1,0,0,0,0,1,44
flat,park view apartment,sector 56,1.74,7565.0,3,3,3+,2.0,Old property,2400.0,0,1,0,1,0,2,104
flat,apna enclave,sector 3,0.55,5789.0,2,2,2,2.0,Old property,900.0,0,0,0,0,0,1,66
flat,godrej air,sector 85,1.3,14541.0,2,2,3,30.0,Under Construction,1130.0,0,0,0,0,0,1,111
house,independent,sector 17,0.29,3255.0,2,1,0,0.0,Old property,891.0,0,0,0,0,0,1,0
house,prem kunj,sohna road road,0.5,7407.0,2,4,3,3.0,Relatively Old,725.0,0,0,0,1,0,1,22
house,independent,sector 41,7.25,29293.0,9,8,3,4.0,Old property,2475.0,0,1,0,0,0,2,94
house,smart world orchard,sector 61,2.01,13001.0,3,3,3,4.0,Under Construction,1549.0,0,0,0,0,0,1,145
flat,vatika city,sector 49,1.79,12786.0,3,3,3,9.0,Old property,1556.0,0,1,0,0,0,1,38
flat,ramprastha primera,sector 37d,1.2,13333.0,3,3,3,5.0,Relatively Old,1000.0,0,0,1,0,0,1,50
house,independent,sector 108,1.7,5667.0,4,4,3+,1.0,Relatively Old,3000.0,0,0,0,0,0,1,0
flat,aipl the peaceful homes,sector 70a,1.6,9587.0,2,2,2,22.0,Moderate Old,1416.0,0,0,0,0,0,1,86
flat,raheja sampada,sector 92,0.9,6569.0,3,2,3,11.0,Relatively Old,1240.0,0,0,0,0,0,1,88
flat,sbtl caladium,sector 109,1.9,6219.0,4,4,3,8.0,Relatively Old,2765.0,0,1,0,0,0,1,151
flat,adani oyster greens,sector 102,1.9,10058.0,3,3,3+,9.0,Relatively Old,2099.0,1,0,1,1,0,1,0
flat,microtek greenburg,sector 86,1.25,8446.0,3,4,3,0.0,Relatively Old,1339.0,1,0,0,0,0,1,49
flat,bestech spa signature,sector 81,4.45,10595.0,4,4,3+,8.0,Relatively Old,3850.0,1,1,0,1,1,2,49
flat,dlf the arbour,sector 63,7.9,20000.0,4,4,3+,34.0,Under Construction,3950.0,0,0,0,0,0,1,61
house,aindependentt raj estates,sector 63a,8.5,27139.0,6,6,3+,3.0,Under Construction,3132.0,0,0,1,1,0,1,29
flat,ireo uptown,sector 66,2.4,13065.0,3,2,3,5.0,Relatively Old,1700.0,0,1,0,0,0,2,156
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New property,1155.0,0,0,0,0,0,1,60
flat,ramprastha the edge towers,sector 37d,0.98,5537.0,3,3,3+,5.0,Relatively Old,1675.0,0,0,0,1,0,1,174
flat,m3m heights,sector 65,2.29,15980.0,2,2,3,8.0,Under Construction,1592.0,1,0,0,0,0,1,15
flat,chd avenue,sector 71,1.3,5532.0,4,4,3,5.0,Moderate Old,2127.0,0,1,0,0,0,1,126
flat,birla navya,sector 63a,3.15,14631.0,3,3,3,4.0,Under Construction,2153.0,0,0,0,0,1,1,44
house,unitech south city,sector 50,5.88,27222.0,3,9,3+,3.0,Relatively Old,2160.0,1,1,0,1,1,0,128
flat,assotech blith,sector 99,1.6,6667.0,3,4,0,15.0,New property,2400.0,0,0,0,0,0,1,51
flat,dlf park place,sector 54,5.75,24689.0,3,4,3,12.0,Relatively Old,2329.0,0,1,0,0,0,0,174
house,dlf floors phase 3,sector 24,3.51,12342.0,4,4,3,4.0,Under Construction,2844.0,1,1,1,1,0,2,160
flat,pyramid urban homes 2,sector 86,0.41,6902.0,2,2,1,3.0,Relatively Old,668.0,0,0,0,0,0,1,63
flat,bestech park view grand spa,sector 81,2.29,8609.0,3,4,3+,10.0,Relatively Old,2315.0,1,1,0,0,0,0,174
house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively Old,5574.7,0,1,1,0,0,1,122
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New property,1581.0,1,0,0,0,0,1,49
flat,m3m golfestate,sector 65,13.2,12000.0,4,4,3,13.0,Moderate Old,12222.0,0,1,0,0,0,1,60
house,housing board colony,sector 28,3.5,25926.0,2,6,3,3.0,Relatively Old,1350.0,0,0,0,0,0,1,0
flat,rof ananda,sector 95,0.55,8527.0,3,2,2,14.0,New property,811.0,1,0,0,0,0,2,81
flat,indiabulls centrum park,sector 103,1.05,5859.0,2,2,3,1.0,Relatively Old,1365.0,0,0,0,0,0,2,51
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,6.0,Relatively Old,1300.0,0,0,0,0,0,2,174
flat,shree vardhman victoria,sector 70,1.1,8462.0,2,2,2,8.0,Relatively Old,1444.0,0,0,0,0,0,1,101
flat,ats triumph,sector 104,1.85,8079.0,3,3,3+,24.0,Relatively Old,2072.0,0,1,0,0,0,1,174
flat,sanskriti apartment,sector 10a,1.1,6667.0,3,3,3,2.0,Moderate Old,1833.0,0,0,0,0,0,1,22
flat,ss the leaf,sector 85,1.2,9677.0,2,2,3+,9.0,Relatively Old,1491.0,0,0,1,0,0,1,148
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.0,2,2,2,10.0,Relatively Old,1100.0,0,0,0,0,0,1,108
flat,signature global solera,sector 107,0.28,5622.0,2,2,2,14.0,Relatively Old,543.0,0,0,0,0,0,1,38
flat,tulip violet,sector 69,1.5,10714.0,3,3,2,8.0,Relatively Old,1492.0,0,0,0,1,0,2,174
flat,vatika the seven lamps,sector 82,1.6,6598.0,4,5,3+,8.0,Relatively Old,2195.0,0,1,0,0,0,1,133
house,independent,sector 2,4.95,20370.0,6,5,3+,3.0,Relatively Old,2430.0,0,1,0,0,0,1,91
flat,godrej,sector 79,1.91,8512.0,3,4,3+,7.0,Relatively Old,2031.0,0,1,0,0,0,1,158
flat,signature global park,sohna road,0.56,6813.0,2,2,3,3.0,New property,913.0,0,0,0,0,0,1,81
flat,experion windchants,sector 112,4.75,12623.0,3,5,3+,4.0,Relatively Old,3405.0,0,1,0,0,0,2,42
house,international city by sobha phase 1,sector 109,12.0,20000.0,5,6,3,2.0,Relatively Old,7000.0,1,1,0,0,0,2,154
house,independent,sector 45,17.0,37778.0,5,8,3+,3.0,Relatively Old,4500.0,1,1,1,1,0,0,152
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively Old,915.0,0,0,0,0,0,1,0
flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively Old,1820.0,0,0,0,0,0,1,0
flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively Old,1556.0,1,1,1,0,0,0,83
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderate Old,2470.0,0,1,0,0,0,2,174
flat,experion windchants,sector 112,4.25,11294.0,3,5,2,15.0,Relatively Old,3000.0,0,1,0,1,0,1,72
flat,central park resorts,sector 48,5.15,20901.0,3,3,3+,8.0,Moderate Old,2364.0,0,1,0,0,0,0,53
house,international city by sobha phase 2,sector 109,7.0,12963.0,4,4,3+,2.0,Relatively Old,5400.0,0,0,0,0,0,2,102
flat,the cocoon,dwarka expressway,2.0,13333.0,3,3,3,5.0,New property,1357.0,0,0,0,0,0,1,0
flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3+,11.0,Relatively Old,1549.0,0,1,0,0,0,1,120
flat,signature global city 92,sector 92,0.78,8050.0,2,2,2,2.0,New property,1083.0,0,0,0,0,0,2,47
house,independent,sohna road road,0.5,5556.0,2,1,2,1.0,Moderate Old,900.0,0,0,0,0,0,1,0
flat,puri emerald bay,sector 104,2.6,15160.0,3,4,3+,5.0,Relatively Old,2061.0,1,1,0,0,0,1,81
flat,dlf regal gardens,sector 90,1.26,7403.0,3,3,3,6.0,Relatively Old,1603.0,0,0,0,0,1,2,28
flat,experion windchants,sector 112,3.1,20667.0,2,2,3,9.0,Relatively Old,1500.0,1,1,1,0,0,2,80
flat,ireo the corridors,sector 67a,2.0,11429.0,3,3,3,12.0,New property,1584.0,1,0,0,0,0,1,38
flat,sare green parc,sector 92,0.75,4820.0,3,2,2,16.0,Relatively Old,1556.0,0,0,0,0,0,1,0
flat,zara aavaas,sector 104,0.49,6577.0,3,2,2,7.0,Under Construction,695.0,0,0,0,0,0,1,74
flat,mvn athens,sohna road,0.26,5394.0,2,2,1,5.0,Relatively Old,535.0,0,0,0,0,0,1,95
flat,birla navya,sector 63a,2.1,16667.0,2,2,2,2.0,Under Construction,1400.0,0,0,0,0,0,1,38
flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,3,3,3,2.0,Relatively Old,1833.0,1,1,0,0,0,1,46
flat,bptp terra,sector 37d,1.55,8559.0,3,3,3+,11.0,Relatively Old,1639.0,0,0,0,0,0,1,79
flat,godrej air,sector 85,1.8,13139.0,3,3,3,30.0,Under Construction,141.0,0,0,0,0,0,1,45
house,independent,sector 47,4.6,26620.0,2,6,3+,4.0,Moderate Old,1728.0,0,0,0,0,0,0,51
house,independent,sector 2,5.7,22637.0,9,9,3+,3.0,Moderate Old,2430.0,0,0,0,1,0,2,0
flat,the serenas,sector 36,0.42,7910.0,2,2,1,3.0,New property,590.0,0,0,0,0,0,1,0
flat,indiabulls centrum park,sector 103,1.35,7542.0,3,3,3+,3.0,Relatively Old,1620.0,1,0,0,0,0,2,168
flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Relatively Old,1576.0,0,0,1,0,0,1,113
flat,emaar gurgaon greens,sector 102,1.45,8788.0,3,3,3,7.0,Relatively Old,1493.0,0,1,0,0,0,1,159
flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,1,49
flat,bptp terra,sector 37d,1.65,7531.0,4,3,3+,6.0,Relatively Old,2091.0,0,0,0,0,0,2,149
flat,sagar apartment,sector 56,1.45,7250.0,3,3,3+,7.0,Old property,1900.0,1,1,0,1,1,1,166
flat,m3m golfestate,sector 65,4.95,15906.0,3,3,3,10.0,Relatively Old,2816.0,0,1,0,0,0,2,82
flat,dlf royalton tower,sector 43,6.2,20687.0,4,4,3+,9.0,Moderate Old,2712.0,0,1,0,0,0,1,7
flat,vipul lavanya,sector 81,0.65,5263.0,2,2,2,14.0,Moderate Old,985.0,0,0,0,0,0,1,96
flat,vatika city,sector 49,2.65,11773.0,3,4,3,11.0,Moderate Old,2251.0,0,1,0,1,0,2,140
flat,imt view society,manesar,0.95,3652.0,3,4,3,6.0,Moderate Old,2232.0,0,1,0,0,0,1,81
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New property,1418.0,0,0,0,0,0,1,71
