property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,corona optus,sector 37c,1.25,7090.0,3,3,3,4.0,Relatively Old,1350.0,0,0,0,0,1,1,49
flat,umang winter hills,sector 77,0.75,5589.0,2,2,2,8.0,Relatively Old,1140.0,0,0,1,0,0,2,102
house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New property,2771.0,0,1,0,0,0,2,160
flat,shree vardhman flora,sector 90,0.96,5120.0,3,4,3,3.0,New property,1697.0,0,1,0,0,0,1,106
flat,sunischit apartments,sector 54,1.69,7953.0,3,3,3+,5.0,Old property,1991.0,0,1,0,0,0,2,65
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively Old,1993.0,0,0,0,0,0,1,49
house,international city by sobha phase 2,sector 109,6.25,11574.0,4,4,3+,2.0,Relatively Old,5400.0,0,1,0,0,0,1,138
flat,g l s arawali homes,sohna road,0.26,4514.0,2,2,2,1.0,Moderate Old,521.0,0,0,0,0,0,1,0
flat,ats triumph,sector 104,1.73,7555.0,3,4,3+,15.0,Relatively Old,2072.0,0,1,0,0,0,1,159
flat,central park resort belgravia residences,sector 48,6.25,24300.0,3,5,3+,5.0,Moderate Old,3200.0,0,1,0,0,0,2,49
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2553.0,0,1,0,0,0,1,65
flat,puri diplomatic greens,sector 111,2.65,13590.0,3,4,2,7.0,Relatively Old,2086.0,0,1,0,0,0,2,159
flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively Old,1200.0,0,0,0,1,1,0,133
flat,dlf regal gardens,sector 90,1.2,6838.0,3,3,3+,15.0,Relatively Old,1572.0,0,0,0,0,0,1,118
house,independent,sector 14,5.0,22222.0,3,3,3,1.0,Moderate Old,2250.0,0,0,0,0,0,1,25
flat,tata primanti,sector 72,3.19,12152.0,4,5,3+,20.0,Relatively Old,2376.0,0,1,0,0,0,2,159
flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively Old,1854.0,0,1,0,0,0,0,174
flat,dlf the ultima,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively Old,1825.0,0,1,0,0,0,2,119
flat,dlf new town heights,sector 90,1.75,5721.0,4,4,3+,17.0,Relatively Old,2468.0,0,1,0,1,0,1,88
flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively Old,1056.0,0,0,0,0,0,2,44
flat,orchid petals,sector 49,2.55,12319.0,3,4,3,8.0,Relatively Old,2060.0,1,0,0,0,0,2,49
flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderate Old,1869.0,0,0,0,0,0,1,0
flat,signature signum 95a,sector 95,0.4,7782.0,2,2,2,3.0,New property,571.0,0,0,0,0,0,1,44
flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Relatively Old,1881.0,0,1,0,0,0,0,149
flat,hero homes,dwarka expressway,1.6,7824.0,3,3,3,1.0,New property,1529.0,0,0,0,0,0,1,49
house,independent,sector 4,0.6,11696.0,3,3,1,2.0,Old property,57.0,0,0,0,0,1,1,0
flat,godrej,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,1,0
house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderate Old,3194.0,0,1,0,1,1,2,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3,3,3,1.0,Relatively Old,1653.0,0,0,0,0,0,1,151
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderate Old,2169.0,0,1,0,0,0,2,174
flat,sobha city,sector 108,4.1,23402.0,4,5,3,25.0,New property,2343.0,1,1,0,0,0,0,97
flat,mapsko mount ville,sector 79,1.85,9640.0,3,4,3,21.0,New property,1643.0,0,1,0,1,0,1,49
flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2,2,2,10.0,Relatively Old,1234.0,0,0,0,0,0,2,60
flat,the close north,sector 50,3.0,11516.0,3,3,3+,14.0,Old property,2357.0,0,1,0,0,0,2,121
flat,pareena laxmi apartments,sector 99a,0.32,5517.0,2,2,1,2.0,New property,577.0,0,0,0,0,0,1,43
flat,pareena coban residences,sector 99a,1.56,7812.0,3,5,3,4.0,New property,1807.0,0,1,0,0,1,1,49
flat,godrej,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively Old,2244.0,0,0,0,0,0,1,0
flat,city shri ram apartments 1,sector 110,0.22,3667.0,2,1,1,1.0,Relatively Old,543.0,0,0,0,0,0,1,0
flat,gls arawali homes,sohna road,0.3,4688.0,2,2,2,4.0,Relatively Old,711.0,0,0,0,0,0,1,42
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New property,1288.0,1,0,0,0,1,1,61
house,dlf city plots,sector 26,13.5,29880.0,5,5,3,2.0,Old property,4518.0,1,1,1,1,0,2,110
house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderate Old,3400.0,1,1,1,1,0,2,80
house,independent,sector 43,6.5,35403.0,5,4,3+,3.0,Moderate Old,1836.0,0,1,0,1,0,2,54
flat,dlf exclusive floors,sector 43,2.35,14242.0,3,3,2,1.0,Old property,1527.0,0,0,1,0,0,2,102
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old property,3222.0,0,1,0,0,0,2,24
flat,la vida by tata housing,sector 113,2.35,10600.0,3,3,3,11.0,New property,2210.0,0,1,0,0,0,1,174
house,independent,sector 7,0.9,10000.0,2,4,3,3.0,Old property,900.0,0,1,0,0,1,2,44
flat,emaar palm gardens,sector 83,1.35,12329.0,3,3,3,7.0,Relatively Old,1387.0,0,1,0,0,0,1,24
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,4,3,2.0,New property,1527.0,0,1,0,0,1,1,45
flat,conscient heritage max,sector 102,2.15,9307.0,3,4,3,13.0,Relatively Old,1945.0,1,1,0,0,0,1,101
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old property,2801.0,0,0,0,0,0,1,0
house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old property,2160.0,0,1,0,0,1,1,43
flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New property,1311.0,0,0,0,0,0,1,44
flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,4.0,Relatively Old,514.0,0,0,0,0,0,1,52
flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively Old,1797.0,0,1,0,0,0,1,167
house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderate Old,432.0,0,0,0,0,0,1,0
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively Old,1805.0,0,1,0,0,0,1,49
house,nirvana cedar crest,sector 50,3.99,8867.0,4,5,3+,4.0,New property,4500.0,0,1,0,1,0,2,112
flat,bestech park view grand spa,sector 81,2.3,8647.0,3,4,3+,7.0,Relatively Old,2280.0,0,1,0,0,0,2,49
flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively Old,2200.0,0,1,0,0,0,2,37
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3,3,2,3.0,Relatively Old,1650.0,0,1,0,0,0,1,105
flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderate Old,5200.0,0,0,0,0,0,1,0
flat,ashiana mulberry,sohna road,1.07,6185.0,3,3,3+,7.0,Relatively Old,1600.0,0,0,0,0,0,1,167
flat,bestech park view ananda,sector 81,1.45,8735.0,3,2,3+,3.0,Relatively Old,1352.0,0,0,0,0,1,1,45
flat,silverglades the melia,sohna road,1.01,6999.0,2,2,3,12.0,Under Construction,1184.0,1,0,0,0,0,1,80
house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively Old,9000.0,1,1,1,1,0,0,87
flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3,13.0,Old property,1700.0,0,0,0,0,1,2,119
house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderate Old,450.0,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New property,2600.0,0,1,0,0,0,1,174
flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3,4,3+,2.0,Moderate Old,2200.0,0,1,0,0,0,2,123
flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively Old,2056.0,0,0,0,0,0,2,174
flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderate Old,3925.0,1,0,0,0,0,1,86
flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1.0,Relatively Old,1428.0,0,0,0,1,0,1,102
house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderate Old,1600.0,0,0,0,0,0,1,0
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,1,0
flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12.0,Relatively Old,2222.0,1,1,1,1,0,1,95
flat,the new crpf apartments,sector 9a,0.75,5814.0,3,3,3,6.0,Old property,1433.0,0,0,0,1,0,1,31
flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively Old,720.0,0,0,0,0,0,1,0
flat,signature global park,sohna road,0.54,6331.0,2,2,2,4.0,Relatively Old,939.0,0,0,0,1,0,1,159
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively Old,1700.0,0,1,0,0,0,0,174
flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,0,0,1,36
flat,oriental valley chs,sector 9a,1.5,9091.0,4,3,3+,8.0,Relatively Old,1833.0,0,0,0,0,0,2,8
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively Old,1315.0,0,1,0,0,0,2,137
flat,vatika gurgaon,sector 83,0.83,6667.0,2,2,2,12.0,Relatively Old,1154.0,0,0,0,1,0,1,165
flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively Old,2204.25,0,1,0,0,0,0,149
flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively Old,1895.0,0,0,0,0,0,1,0
flat,pyramid urban homes 2,sector 86,0.5,9690.0,2,2,2,6.0,Old property,573.0,0,0,0,0,0,1,15
house,independent,sector 46,3.55,24500.0,5,4,3+,3.0,Moderate Old,1449.0,0,1,0,0,0,2,73
flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderate Old,80.0,1,0,0,0,0,1,15
house,independent,sector 57,3.5,21605.0,4,4,3+,3.0,Old property,1620.0,0,0,1,0,0,2,67
flat,godrej aria,sector 79,1.7,7427.0,3,4,3+,6.0,New property,1659.0,0,1,0,0,0,1,81
flat,dlf park place,sector 54,4.86,25920.0,3,4,3+,7.0,Relatively Old,1875.0,0,1,0,0,0,2,49
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively Old,1000.0,0,0,0,0,0,1,0
flat,adani m2k oyster grande,sector 102,2.6,10008.0,3,3,3,2.0,Relatively Old,2351.0,1,1,1,0,0,1,118
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,9.0,Relatively Old,1413.0,0,1,0,0,0,1,49
house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Relatively Old,4518.0,1,1,1,1,0,2,120
house,independent,sector 17,3.5,24306.0,2,6,3+,3.0,Old property,1440.0,0,0,0,0,0,1,0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively Old,2894.0,0,1,0,0,0,1,76
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively Old,1100.0,0,0,0,0,0,2,69
flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,1,30
flat,mahindra luminare,sector 59,5.8,19174.0,3,4,3,16.0,New property,3361.0,0,1,0,0,0,2,49
flat,awho sispal vihar,sector 49,2.0,7262.0,4,3,3+,4.0,Old property,2492.0,0,0,0,0,0,1,65
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively Old,1528.0,0,0,0,1,0,2,49
flat,dlf the ultima,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively Old,2577.0,0,1,0,0,0,0,174
flat,dlf express greens,manesar,1.6,6809.0,4,6,3+,4.0,Relatively Old,2611.0,1,1,0,1,0,1,49
flat,ss the leaf,sector 85,2.15,8929.0,3,5,3,2.0,New property,2179.0,0,0,0,0,0,1,53
flat,rof ananda,sector 95,0.2,5464.0,1,1,1,9.0,Relatively Old,407.0,0,0,0,1,0,1,52
flat,bestech park view grand spa,sector 81,3.0,9419.0,4,5,2,6.0,Relatively Old,2882.0,0,1,0,0,0,2,110
flat,signature global park,sohna road,0.58,7056.0,2,2,2,3.0,Relatively Old,822.0,0,0,0,0,0,1,58
flat,m3m skycity,sector 65,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115
flat,adani m2k oyster grande,sector 102,2.4,9306.0,3,4,3+,3.0,Relatively Old,2334.0,1,0,0,0,0,2,49
flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively Old,3846.0,1,1,0,1,0,1,67
flat,mapsko mount ville,sector 79,1.28,8556.0,3,3,3,16.0,Relatively Old,1265.0,1,0,0,0,0,2,128
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderate Old,1508.0,0,0,0,0,0,1,0
flat,indiabulls enigma,sector 110,4.25,10954.0,5,5,3+,4.0,Relatively Old,3511.0,0,1,0,0,0,1,101
flat,ansal housing highland park,sector 103,0.8,5878.0,2,2,3,3.0,New property,1089.0,0,0,0,1,0,1,174
flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,1,48
house,international city by sobha phase 2,sector 109,10.0,27778.0,4,5,3+,2.0,New property,3600.0,1,1,0,1,1,2,49
flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,0,0,1,42
flat,conscient elevate,sector 59,4.02,17501.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,1,31
flat,indiabulls centrum park,sector 103,2.4,8348.0,4,6,3+,15.0,Relatively Old,2456.0,0,1,0,0,0,1,156
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderate Old,1500.0,0,0,0,0,0,2,111
flat,antriksh heights,sector 84,1.05,5012.0,4,4,3+,3.0,New property,1896.0,1,0,0,0,0,1,66
flat,cghs vidya enclave,sector 56,1.7,10968.0,3,2,3,6.0,Old property,1585.0,0,0,1,0,0,1,101
flat,ss,sector 85,2.1,7468.0,4,4,3,2.0,Relatively Old,2600.0,0,0,0,0,0,1,49
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old property,3201.0,0,1,0,1,0,2,143
flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively Old,2000.0,1,1,0,0,0,1,82
house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderate Old,2700.0,0,0,0,0,0,1,0
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,1,151
flat,aipl club residences,sector 70a,0.95,10215.0,2,2,1,11.0,New property,930.0,0,0,0,0,0,2,103
house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Relatively Old,2250.0,0,1,0,1,0,2,88
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,5.0,Relatively Old,1300.0,1,0,0,0,0,1,109
flat,divya apartments,sector 6,0.6,7595.0,2,2,0,2.0,Relatively Old,790.0,0,0,0,0,0,2,15
flat,tulip violet,sector 69,1.2,8889.0,2,3,1,0.0,Relatively Old,1222.0,0,0,0,0,0,1,150
flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively Old,1554.0,0,0,0,1,0,2,174
flat,signature global park,sohna road,0.9,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,0,0,1,58
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively Old,1493.0,1,1,0,0,0,2,159
flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New property,1095.0,1,0,0,0,0,1,22
flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively Old,724.0,0,0,0,0,0,0,0
flat,ild greens,sector 37c,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,1,66
flat,dlf park place,sector 54,4.85,25867.0,3,4,3+,25.0,Relatively Old,1875.0,0,1,0,0,0,2,26
flat,signature global park,sohna road,0.54,6506.0,2,2,1,2.0,Relatively Old,922.0,0,0,0,0,0,1,16
flat,orris aster court premier,sector 85,1.5,5859.0,4,5,3+,6.0,New property,2017.0,0,1,0,0,0,2,28
flat,m3m woodshire,sector 107,1.29,8836.0,3,3,3+,1.0,Relatively Old,1690.0,0,0,0,1,0,2,174
flat,breez global hill view,sohna road,2.6,5215.0,2,2,2,6.0,New property,4986.0,0,0,0,0,0,1,42
house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old property,1350.0,0,0,0,1,0,2,58
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old property,360.0,0,0,0,0,0,1,0
flat,shree vardhman victoria,sector 70,1.62,8308.0,3,5,3,9.0,Relatively Old,1527.0,0,1,0,0,0,1,43
flat,ss the leaf,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively Old,1491.0,0,0,1,0,0,1,148
flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,Relatively Old,2765.0,0,0,0,0,0,1,110
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively Old,1550.0,0,0,0,0,0,1,74
house,independent,sector 46,4.35,23693.0,3,8,2,3.0,Relatively Old,1836.0,1,0,0,1,0,2,19
flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,Relatively Old,2545.0,0,1,0,0,0,1,165
flat,m3m the marina,sector 68,1.45,9615.0,3,2,3+,9.0,New property,1365.0,0,0,0,0,0,1,0
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,New property,1360.0,0,0,0,0,0,1,72
flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10.0,Relatively Old,2000.0,1,1,0,0,0,2,174
flat,raheja navodaya,sector 92,0.62,4806.0,2,2,2,5.0,New property,1498.0,0,0,0,0,0,1,0
flat,paras dews,sector 106,1.4,9979.0,4,6,3+,10.0,Relatively Old,1535.0,0,1,0,0,0,1,174
flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderate Old,746.0,0,0,0,0,0,1,0
flat,chintels paradiso,sector 109,2.0,7605.0,4,4,2,11.0,Relatively Old,2380.0,0,1,0,1,0,1,64
flat,.,gwal pahari,7.0,10999.0,4,4,3+,6.0,Relatively Old,5430.0,0,1,0,0,0,1,52
flat,satya element one,sector 49,0.8,11111.0,1,1,1,0.0,Moderate Old,720.0,0,0,0,0,0,1,0
house,tata primanti,sector 72,8.6,12286.0,4,5,3+,3.0,Relatively Old,7000.0,0,0,0,0,0,2,30
flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9.0,Moderate Old,3077.0,0,1,0,0,0,2,125
house,independent,sector 50,7.0,32407.0,3,2,0,1.0,Moderate Old,2160.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderate Old,2005.0,0,0,0,0,0,1,38
flat,orris aster court premier,sector 85,1.49,5820.0,4,5,3+,10.0,Relatively Old,2017.0,0,1,0,0,0,2,84
flat,ashiana anmol,sohna road,0.88,11125.0,2,2,2,13.0,Relatively Old,1016.0,0,0,0,0,0,0,127
house,independent,sector 14,7.5,16600.0,3,3,2,1.0,Old property,4518.0,1,1,0,1,0,2,27
house,bptp visionnaire,sector 70a,4.0,6666.0,4,4,3+,2.0,Relatively Old,6000.0,0,1,0,0,0,1,154
flat,microtek greenburg,sector 86,1.25,8446.0,2,2,3,13.0,Moderate Old,1339.0,1,0,0,0,0,1,6
house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Moderate Old,2700.0,0,1,0,0,0,2,113
flat,millenium bajrang society,sector 43,2.5,9434.0,4,4,3+,2.0,Relatively Old,2398.0,0,0,0,0,0,2,94
flat,signature global park,sohna road,0.78,6404.0,3,3,3,1.0,Relatively Old,1344.0,0,0,0,1,0,1,150
house,independent,sector 12,3.5,14787.0,8,8,3+,3.0,Relatively Old,4800.0,1,1,0,1,0,0,77
flat,signature global park,sohna road,0.68,8252.0,2,2,2,3.0,New property,916.0,0,0,0,0,0,1,113
flat,silverglades the melia,sohna road,0.75,5556.0,2,2,2,4.0,Moderate Old,1350.0,0,0,0,0,0,1,70
flat,smart world gems,sector 89,1.13,8503.0,3,3,2,4.0,Under Construction,1473.0,1,0,0,0,0,1,115
flat,godrej summit,sector 104,0.98,5950.0,3,3,3,12.0,Relatively Old,1490.0,0,0,0,0,1,1,79
flat,dlf regal gardens,sector 90,1.29,9021.0,3,3,3,7.0,Relatively Old,1540.0,1,0,0,0,0,1,174
flat,gls arawali homes,sohna road,0.3,6237.0,2,2,2,4.0,Relatively Old,524.0,0,0,0,0,0,0,120
flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4,4,3,12.0,Relatively Old,3165.0,0,1,0,0,0,1,20
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,New property,1439.0,0,0,0,0,0,1,31
flat,ats triumph,sector 104,2.52,8000.0,4,4,3+,19.0,Relatively Old,2800.0,0,1,1,0,0,2,156
house,independent,sector 2,0.7,7778.0,1,1,0,1.0,Moderate Old,900.0,0,0,0,0,0,1,0
flat,conscient heritage max,sector 102,1.75,9063.0,3,4,3+,16.0,Relatively Old,1748.0,0,1,0,0,0,1,134
house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old property,3400.0,0,0,0,0,0,1,0
house,unitech deerwood chase,sector 50,15.0,33333.0,4,4,2,2.0,Moderate Old,4500.0,0,1,0,0,0,1,160
house,vatika independent floors,sector 82,1.4,8235.0,3,3,2,3.0,New property,1700.0,0,0,0,1,0,1,61
house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old property,2700.0,1,1,0,1,0,1,8
flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8.0,Relatively Old,2441.0,0,0,0,0,0,1,168
flat,emaar digihomes,sector 62,2.1,14257.0,2,2,2,30.0,New property,1365.0,0,1,0,0,0,1,52
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2,2,1,6.0,New property,557.0,0,0,0,0,1,1,72
flat,the close south,sector 50,3.25,12810.0,3,4,3+,4.0,Old property,2819.0,0,1,0,0,0,2,135
house,malibu towne,sector 47,8.81,27191.0,8,6,3+,3.0,Moderate Old,3240.0,1,1,0,0,1,2,27
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively Old,436.0,0,0,0,0,0,1,35
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,3.0,Relatively Old,2194.0,1,1,0,0,0,1,28
house,independent,sector 43,9.85,29642.0,5,5,2,3.0,Old property,3323.0,1,1,0,1,0,1,21
flat,dlf new town heights,sector 90,1.25,8639.0,3,4,3+,0.0,Old property,1608.0,0,1,0,0,0,0,31
flat,emaar digihomes,sector 62,3.95,15263.0,3,3,3,33.0,New property,2876.0,0,1,0,0,0,2,49
flat,dlf regency park,sector 28,1.24,12400.0,2,2,3+,19.0,Moderate Old,1050.0,0,0,0,1,0,2,157
flat,railway officers rpf society,sector 9a,1.3,5039.0,4,4,3+,9.0,Old property,2580.0,0,0,0,0,0,1,0
house,independent,sector 25,4.31,31926.0,5,4,3,3.0,Old property,1350.0,0,0,0,0,0,1,40
flat,sare homes,sector 92,0.6,5000.0,3,2,3,4.0,Moderate Old,1333.0,0,0,0,0,0,2,49
flat,m3m heights,sector 65,3.29,17998.0,3,3,3,33.0,New property,1828.0,0,0,0,0,0,1,49
house,independent,sector 12,2.75,12343.0,6,6,2,2.0,Old property,2228.0,0,0,0,0,0,1,0
flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderate Old,2357.0,0,1,0,0,0,1,117
flat,tulip violet,sector 69,1.51,9569.0,3,3,2,0.0,Relatively Old,1325.0,0,0,0,1,0,0,165
flat,bestech altura,sector 79,2.55,9533.0,4,5,2,4.0,New property,2675.0,0,1,0,0,0,1,44
flat,the lions cghs,sector 56,2.09,8708.0,4,4,3+,7.0,Relatively Old,2300.0,0,0,0,0,1,2,125
flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old property,1450.0,0,0,0,0,1,1,174
flat,raheja maheshwara,sohna road,0.48,4368.0,2,2,2,11.0,Under Construction,995.0,0,0,0,0,0,1,45
house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderate Old,900.0,1,0,1,1,0,1,45
flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New property,2599.0,0,1,0,0,0,0,161
house,independent,sector 26,19.0,42222.0,6,8,3+,3.0,Moderate Old,4500.0,1,1,1,1,0,2,103
flat,godrej air,sector 85,2.5,13797.0,4,5,3+,16.0,Under Construction,2013.0,1,0,0,1,1,2,44
flat,signature global park,sohna road,0.75,6938.0,2,2,0,1.0,Relatively Old,1081.0,0,0,0,0,0,1,58
flat,m3m heights,sector 65,3.0,17996.0,3,3,3,20.0,Under Construction,1667.0,0,0,0,0,0,1,60
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively Old,1200.0,1,1,1,1,0,2,165
flat,bestech park view sanskruti,sector 92,1.42,7760.0,3,3,2,10.0,Relatively Old,1738.0,0,0,0,0,0,1,117
flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively Old,2465.0,0,1,0,0,0,1,120
house,unitech espace,sector 50,7.42,34352.0,4,4,3,2.0,Old property,3200.0,0,0,0,0,0,2,88
flat,mapsko casa bella,sector 82,1.25,6378.0,3,4,3+,8.0,Under Construction,1774.0,0,0,0,0,0,1,54
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9.0,Relatively Old,1852.0,0,0,0,0,0,1,72
flat,godrej nature plus,sector 33,1.7,12593.0,3,3,3+,6.0,New property,1500.0,0,1,0,0,0,1,38
flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,4.0,New property,1278.0,1,0,0,1,0,1,53
flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,Relatively Old,1955.0,1,1,0,0,0,2,117
flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively Old,1600.0,0,1,0,0,0,2,150
flat,emaar digihomes,sector 62,2.45,16003.0,2,2,2,7.0,New property,1200.0,1,0,0,0,0,0,174
house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,51.0,Moderate Old,3600.0,1,1,0,1,0,2,49
flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively Old,1535.0,0,1,0,0,0,1,49
flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5.0,Relatively Old,717.0,0,0,0,0,1,1,15
flat,la vida by tata housing,sector 113,1.45,11364.0,2,2,2,6.0,Relatively Old,1080.0,0,0,0,0,0,1,80
flat,signature global solera,sector 107,0.28,5680.0,2,2,2,6.0,Relatively Old,543.0,0,0,0,0,0,1,45
